PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Ticket_Count,Fare_PerPassenger,NameTitle,NumFamily,CompleteInfo,CabinLetter,CabinNumber,CabinLetter_Cohort,CabinLetter_Cohort_DT,CabinLetter_Cohort_ECLF,CabinNumber_Group
190,0,3,"Turcin, Mr. Stjepan",0,36.0,0,0,349247,7.8958,,S,1,7.8958,Mr,0,0,,,,4,4,
191,1,2,"Pinsky, Mrs. (Rosa)",1,32.0,0,0,234604,13.0,,S,1,13.0,Mrs,0,0,,,,3,3,
192,0,2,"Carbines, Mr. William",0,19.0,0,0,28424,13.0,,S,1,13.0,Mr,0,0,,,,3,3,
193,1,3,"Andersen-Jensen, Miss. Carla Christine Nielsine",1,19.0,1,0,350046,7.8542,,S,1,7.8542,Miss,1,0,,,,4,4,
194,1,2,"Navratil, Master. Michel M",0,3.0,1,1,230080,26.0,F2,S,3,8.666666666666666,Master,2,1,F,2,,4,4,0.167
195,1,1,"Brown, Mrs. James Joseph (Margaret Tobin)",1,44.0,0,0,PC 17610,27.7208,B4,C,1,27.7208,Mrs,0,1,B,4,1,1,1,0.167
196,1,1,"Lurette, Miss. Elise",1,58.0,0,0,PC 17569,146.5208,B80,C,2,73.2604,Miss,0,1,B,80,1,1,1,0.833
197,0,3,"Mernagh, Mr. Robert",0,42.06354456654457,0,0,368703,7.75,,Q,1,7.75,Mr,0,0,,,,4,4,
198,0,3,"Olsen, Mr. Karl Siegwart Andreas",0,42.0,0,1,4579,8.4042,,S,1,8.4042,Mr,1,0,,,,4,4,
199,1,3,"Madigan, Miss. Margaret ""Maggie""",1,26.05045508658009,0,0,370370,7.75,,Q,1,7.75,Miss,0,0,,,,4,4,
200,0,2,"Yrois, Miss. Henriette (""Mrs Harbeck"")",1,24.0,0,0,248747,13.0,,S,1,13.0,Miss,0,0,,,,3,3,
201,0,3,"Vande Walle, Mr. Nestor Cyriel",0,28.0,0,0,345770,9.5,,S,1,9.5,Mr,0,0,,,,4,4,
202,0,3,"Sage, Mr. Frederick",0,16.783666666666665,8,2,CA. 2343,69.55,,S,7,9.935714285714285,Mr,10,0,,,,4,4,
203,0,3,"Johanson, Mr. Jakob Alfred",0,34.0,0,0,3101264,6.4958,,S,1,6.4958,Mr,0,0,,,,4,4,
204,0,3,"Youseff, Mr. Gerious",0,45.5,0,0,2628,7.225,,C,1,7.225,Mr,0,0,,,,4,4,
205,1,3,"Cohen, Mr. Gurshon ""Gus""",0,18.0,0,0,A/5 3540,8.05,,S,1,8.05,Mr,0,0,,,,4,4,
206,0,3,"Strom, Miss. Telma Matilda",1,2.0,0,1,347054,10.4625,G6,S,2,5.23125,Miss,1,1,G,6,,4,4,0.167
207,0,3,"Backstrom, Mr. Karl Alfred",0,32.0,1,0,3101278,15.85,,S,2,7.925,Mr,1,0,,,,4,4,
208,1,3,"Albimona, Mr. Nassef Cassem",0,26.0,0,0,2699,18.7875,,C,2,9.39375,Mr,0,0,,,,4,4,
209,1,3,"Carr, Miss. Helen ""Ellen""",1,16.0,0,0,367231,7.75,,Q,1,7.75,Miss,0,0,,,,4,4,
210,1,1,"Blank, Mr. Henry",0,40.0,0,0,112277,31.0,A31,C,1,31.0,Mr,0,1,A,31,,2,2,0.5
211,0,3,"Ali, Mr. Ahmed",0,24.0,0,0,SOTON/O.Q. 3101311,7.05,,S,1,7.05,Mr,0,0,,,,4,4,
212,1,2,"Cameron, Miss. Clear Annie",1,35.0,0,0,F.C.C. 13528,21.0,,S,1,21.0,Miss,0,0,,,,3,3,
213,0,3,"Perkin, Mr. John Henry",0,22.0,0,0,A/5 21174,7.25,,S,1,7.25,Mr,0,0,,,,4,4,
214,0,2,"Givard, Mr. Hans Kristensen",0,30.0,0,0,250646,13.0,,S,1,13.0,Mr,0,0,,,,3,3,
215,0,3,"Kiernan, Mr. Philip",0,36.250814935064945,1,0,367229,7.75,,Q,1,7.75,Mr,1,0,,,,4,4,
216,1,1,"Newell, Miss. Madeleine",1,31.0,1,0,35273,113.275,D36,C,3,37.75833333333333,Miss,1,1,D,36,3,3,3,0.5
217,1,3,"Honkanen, Miss. Eliina",1,27.0,0,0,STON/O2. 3101283,7.925,,S,1,7.925,Miss,0,0,,,,4,4,
218,0,2,"Jacobsohn, Mr. Sidney Samuel",0,42.0,1,0,243847,27.0,,S,2,13.5,Mr,1,0,,,,3,3,
219,1,1,"Bazzani, Miss. Albina",1,32.0,0,0,11813,76.2917,D15,C,1,76.2917,Miss,0,1,D,15,3,3,3,0.167
220,0,2,"Harris, Mr. Walter",0,30.0,0,0,W/C 14208,10.5,,S,1,10.5,Mr,0,0,,,,4,4,
221,1,3,"Sunderland, Mr. Victor Francis",0,16.0,0,0,SOTON/OQ 392089,8.05,,S,1,8.05,Mr,0,0,,,,4,4,
222,0,2,"Bracken, Mr. James H",0,27.0,0,0,220367,13.0,,S,1,13.0,Mr,0,0,,,,3,3,
223,0,3,"Green, Mr. George Henry",0,51.0,0,0,21440,8.05,,S,1,8.05,Mr,0,0,,,,4,4,
224,0,3,"Nenkoff, Mr. Christo",0,27.960240524614342,0,0,349234,7.8958,,S,1,7.8958,Mr,0,0,,,,4,4,
225,1,1,"Hoyt, Mr. Frederick Maxfield",0,38.0,1,0,19943,90.0,C93,S,2,45.0,Mr,1,1,C,93,2,2,2,1.0
226,0,3,"Berglund, Mr. Karl Ivar Sven",0,22.0,0,0,PP 4348,9.35,,S,1,9.35,Mr,0,0,,,,4,4,
227,1,2,"Mellors, Mr. William John",0,19.0,0,0,SW/PP 751,10.5,,S,1,10.5,Mr,0,0,,,,4,4,
228,0,3,"Lovell, Mr. John Hall (""Henry"")",0,20.5,0,0,A/5 21173,7.25,,S,1,7.25,Mr,0,0,,,,4,4,
229,0,2,"Fahlstrom, Mr. Arne Jonas",0,18.0,0,0,236171,13.0,,S,1,13.0,Mr,0,0,,,,3,3,
230,0,3,"Lefebre, Miss. Mathilde",1,6.651316666666666,3,1,4133,25.4667,,S,4,6.366675,Miss,4,0,,,,4,4,
231,1,1,"Harris, Mrs. Henry Birkhardt (Irene Wallach)",1,35.0,1,0,36973,83.475,C83,S,2,41.7375,Mrs,1,1,C,83,2,2,2,0.833
232,0,3,"Larsson, Mr. Bengt Edvin",0,29.0,0,0,347067,7.775,,S,1,7.775,Mr,0,0,,,,4,4,
233,0,2,"Sjostedt, Mr. Ernst Adolf",0,59.0,0,0,237442,13.5,,S,1,13.5,Mr,0,0,,,,3,3,
234,1,3,"Asplund, Miss. Lillian Gertrud",1,5.0,4,2,347077,31.3875,,S,4,7.846875,Miss,6,0,,,,4,4,
235,0,2,"Leyson, Mr. Robert William Norman",0,24.0,0,0,C.A. 29566,10.5,,S,1,10.5,Mr,0,0,,,,4,4,
236,0,3,"Harknett, Miss. Alice Phoebe",1,21.325843253968255,0,0,W./C. 6609,7.55,,S,1,7.55,Miss,0,0,,,,4,4,
237,0,2,"Hold, Mr. Stephen",0,44.0,1,0,26707,26.0,,S,1,26.0,Mr,1,0,,,,2,2,
238,1,2,"Collyer, Miss. Marjorie ""Lottie""",1,8.0,0,2,C.A. 31921,26.25,,S,3,8.75,Miss,2,0,,,,4,4,
239,0,2,"Pengelly, Mr. Frederick William",0,19.0,0,0,28665,10.5,,S,1,10.5,Mr,0,0,,,,4,4,
240,0,2,"Hunt, Mr. George Henry",0,33.0,0,0,SCO/W 1585,12.275,,S,1,12.275,Mr,0,0,,,,4,4,
241,0,3,"Zabour, Miss. Thamine",1,14.89,1,0,2665,14.4542,,C,2,7.2271,Miss,1,0,,,,4,4,
242,1,3,"Murphy, Miss. Katherine ""Kate""",1,24.167653499278508,1,0,367230,15.5,,Q,2,7.75,Miss,1,0,,,,4,4,
243,0,2,"Coleridge, Mr. Reginald Charles",0,29.0,0,0,W./C. 14263,10.5,,S,1,10.5,Mr,0,0,,,,4,4,
244,0,3,"Maenpaa, Mr. Matti Alexanteri",0,22.0,0,0,STON/O 2. 3101275,7.125,,S,1,7.125,Mr,0,0,,,,4,4,
245,0,3,"Attalah, Mr. Sleiman",0,30.0,0,0,2694,7.225,,C,1,7.225,Mr,0,0,,,,4,4,
246,0,1,"Minahan, Dr. William Edward",0,44.0,2,0,19928,90.0,C78,Q,2,45.0,Dr,2,1,C,78,2,2,2,0.833
247,0,3,"Lindahl, Miss. Agda Thorilda Viktoria",1,25.0,0,0,347071,7.775,,S,1,7.775,Miss,0,0,,,,4,4,
248,1,2,"Hamalainen, Mrs. William (Anna)",1,24.0,0,2,250649,14.5,,S,2,7.25,Mrs,2,0,,,,4,4,
249,1,1,"Beckwith, Mr. Richard Leonard",0,37.0,1,1,11751,52.5542,D35,S,2,26.2771,Mr,2,1,D,35,3,3,3,0.5
250,0,2,"Carter, Rev. Ernest Courtenay",0,54.0,1,0,244252,26.0,,S,2,13.0,Rev,1,0,,,,3,3,
251,0,3,"Reed, Mr. James George",0,29.890370865245867,0,0,362316,7.25,,S,1,7.25,Mr,0,0,,,,4,4,
252,0,3,"Strom, Mrs. Wilhelm (Elna Matilda Persson)",1,29.0,1,1,347054,10.4625,G6,S,2,5.23125,Mrs,2,1,G,6,,4,4,0.167
253,0,1,"Stead, Mr. William Thomas",0,62.0,0,0,113514,26.55,C87,S,1,26.55,Mr,0,1,C,87,2,2,2,0.833
254,0,3,"Lobb, Mr. William Arthur",0,30.0,1,0,A/5. 3336,16.1,,S,2,8.05,Mr,1,0,,,,4,4,
255,0,3,"Rosblom, Mrs. Viktor (Helena Wilhelmina)",1,41.0,0,2,370129,20.2125,,S,2,10.10625,Mrs,2,0,,,,4,4,
256,1,3,"Touma, Mrs. Darwis (Hanne Youssef Razi)",1,29.0,0,2,2650,15.2458,,C,1,15.2458,Mrs,2,0,,,,3,3,
257,1,1,"Thorne, Mrs. Gertrude Maybelle",1,47.93,0,0,PC 17585,79.2,,C,1,79.2,Mrs,0,0,,,,1,1,
258,1,1,"Cherry, Miss. Gladys",1,30.0,0,0,110152,86.5,B77,S,3,28.833333333333332,Miss,0,1,B,77,1,1,1,0.833
259,1,1,"Ward, Miss. Anna",1,35.0,0,0,PC 17755,512.3292,,C,3,170.7764,Miss,0,0,,,,1,1,
260,1,2,"Parrish, Mrs. (Lutie Davis)",1,50.0,0,1,230433,26.0,,S,2,13.0,Mrs,1,0,,,,3,3,
261,0,3,"Smith, Mr. Thomas",0,42.06354456654457,0,0,384461,7.75,,Q,1,7.75,Mr,0,0,,,,4,4,
262,1,3,"Asplund, Master. Edvin Rojj Felix",0,3.0,4,2,347077,31.3875,,S,4,7.846875,Master,6,0,,,,4,4,
263,0,1,"Taussig, Mr. Emil",0,52.0,1,1,110413,79.65,E67,S,3,26.55,Mr,2,1,E,67,4,4,4,0.833
264,0,1,"Harrison, Mr. William",0,40.0,0,0,112059,0.0,B94,S,1,0.0,Mr,0,1,B,94,1,1,1,1.0
265,0,3,"Henry, Miss. Delia",1,26.05045508658009,0,0,382649,7.75,,Q,1,7.75,Miss,0,0,,,,4,4,
266,0,2,"Reeves, Mr. David",0,36.0,0,0,C.A. 17248,10.5,,S,1,10.5,Mr,0,0,,,,4,4,
267,0,3,"Panula, Mr. Ernesti Arvid",0,16.0,4,1,3101295,39.6875,,S,6,6.614583333333333,Mr,5,0,,,,4,4,
268,1,3,"Persson, Mr. Ernst Ulrik",0,25.0,1,0,347083,7.775,,S,1,7.775,Mr,1,0,,,,4,4,
269,1,1,"Graham, Mrs. William Thompson (Edith Junkins)",1,58.0,0,1,PC 17582,153.4625,C125,S,3,51.15416666666667,Mrs,1,1,C,125,2,2,2,1.0
270,1,1,"Bissette, Miss. Amelia",1,35.0,0,0,PC 17760,135.6333,C99,S,3,45.211099999999995,Miss,0,1,C,99,2,2,2,1.0
271,0,1,"Cairns, Mr. Alexander",0,35.27166666666667,0,0,113798,31.0,,S,2,15.5,Mr,0,0,,,,3,3,
272,1,3,"Tornquist, Mr. William Henry",0,25.0,0,0,LINE,0.0,,S,4,0.0,Mr,0,0,,,,4,4,
273,1,2,"Mellinger, Mrs. (Elizabeth Anne Maidment)",1,41.0,0,1,250644,19.5,,S,2,9.75,Mrs,1,0,,,,4,4,
274,0,1,"Natsch, Mr. Charles H",0,37.0,0,1,PC 17596,29.7,C118,C,1,29.7,Mr,1,1,C,118,2,2,2,1.0
275,1,3,"Healy, Miss. Hanora ""Nora""",1,26.05045508658009,0,0,370375,7.75,,Q,1,7.75,Miss,0,0,,,,4,4,
276,1,1,"Andrews, Miss. Kornelia Theodosia",1,63.0,1,0,13502,77.9583,D7,S,3,25.986099999999997,Miss,1,1,D,7,3,3,3,0.167
277,0,3,"Lindblom, Miss. Augusta Charlotta",1,45.0,0,0,347073,7.75,,S,1,7.75,Miss,0,0,,,,4,4,
278,0,2,"Parkes, Mr. Francis ""Frank""",0,32.53888935574229,0,0,239853,0.0,,S,3,0.0,Mr,0,0,,,,4,4,
279,0,3,"Rice, Master. Eric",0,7.0,4,1,382652,29.125,,Q,5,5.825,Master,5,0,,,,4,4,
280,1,3,"Abbott, Mrs. Stanton (Rosa Hunt)",1,35.0,1,1,C.A. 2673,20.25,,S,2,10.125,Mrs,2,0,,,,4,4,
281,0,3,"Duane, Mr. Frank",0,65.0,0,0,336439,7.75,,Q,1,7.75,Mr,0,0,,,,4,4,
282,0,3,"Olsson, Mr. Nils Johan Goransson",0,28.0,0,0,347464,7.8542,,S,1,7.8542,Mr,0,0,,,,4,4,
283,0,3,"de Pelsmaeker, Mr. Alfons",0,16.0,0,0,345778,9.5,,S,1,9.5,Mr,0,0,,,,4,4,
284,1,3,"Dorking, Mr. Edward Arthur",0,19.0,0,0,A/5. 10482,8.05,,S,1,8.05,Mr,0,0,,,,4,4,
285,0,1,"Smith, Mr. Richard William",0,54.495785714285724,0,0,113056,26.0,A19,S,1,26.0,Mr,0,0,A,19,,2,2,0.333
286,0,3,"Stankovic, Mr. Ivan",0,33.0,0,0,349239,8.6625,,C,1,8.6625,Mr,0,0,,,,4,4,
287,1,3,"de Mulder, Mr. Theodore",0,30.0,0,0,345774,9.5,,S,1,9.5,Mr,0,0,,,,4,4,
288,0,3,"Naidenoff, Mr. Penko",0,22.0,0,0,349206,7.8958,,S,1,7.8958,Mr,0,0,,,,4,4,
289,1,2,"Hosono, Mr. Masabumi",0,42.0,0,0,237798,13.0,,S,1,13.0,Mr,0,0,,,,3,3,
290,1,3,"Connolly, Miss. Kate",1,22.0,0,0,370373,7.75,,Q,1,7.75,Miss,0,0,,,,4,4,
291,1,1,"Barber, Miss. Ellen ""Nellie""",1,26.0,0,0,19877,78.85,,S,2,39.425,Miss,0,0,,,,2,2,
292,1,1,"Bishop, Mrs. Dickinson H (Helen Walton)",1,19.0,1,0,11967,91.0792,B49,C,2,45.5396,Mrs,1,1,B,49,1,1,1,0.667
293,0,2,"Levy, Mr. Rene Jacques",0,36.0,0,0,SC/Paris 2163,12.875,D,C,1,12.875,Mr,0,1,D,,3,3,3,
294,0,3,"Haas, Miss. Aloisia",1,24.0,0,0,349236,8.85,,S,1,8.85,Miss,0,0,,,,4,4,
295,0,3,"Mineff, Mr. Ivan",0,24.0,0,0,349233,7.8958,,S,1,7.8958,Mr,0,0,,,,4,4,
296,0,1,"Lewy, Mr. Ervin G",0,38.16155337717838,0,0,PC 17612,27.7208,,C,1,27.7208,Mr,0,0,,,,4,2,
297,0,3,"Hanna, Mr. Mansour",0,23.5,0,0,2693,7.2292,,C,1,7.2292,Mr,0,0,,,,4,4,
298,0,1,"Allison, Miss. Helen Loraine",1,2.0,1,2,113781,151.55,C22 C26,S,4,37.8875,Miss,3,1,C,24,2,2,2,0.333
299,1,1,"Saalfeld, Mr. Adolphe",0,41.47200000000001,0,0,19988,30.5,C106,S,1,30.5,Mr,0,0,C,106,2,2,2,1.0
300,1,1,"Baxter, Mrs. James (Helene DeLaudeniere Chaput)",1,50.0,0,1,PC 17558,247.5208,B58 B60,C,2,123.7604,Mrs,1,1,B,59,1,1,1,0.667
301,1,3,"Kelly, Miss. Anna Katherine ""Annie Kate""",1,26.05045508658009,0,0,9234,7.75,,Q,1,7.75,Miss,0,0,,,,4,4,
302,1,3,"McCoy, Mr. Bernard",0,26.04875,2,0,367226,23.25,,Q,2,11.625,Mr,2,0,,,,4,4,
303,0,3,"Johnson, Mr. William Cahoone Jr",0,19.0,0,0,LINE,0.0,,S,4,0.0,Mr,0,0,,,,4,4,
304,1,2,"Keane, Miss. Nora A",1,26.134335281548516,0,0,226593,12.35,E101,Q,1,12.35,Miss,0,0,E,101,4,4,4,1.0
305,0,3,"Williams, Mr. Howard Hugh ""Harry""",0,30.407091360383024,0,0,A/5 2466,8.05,,S,1,8.05,Mr,0,0,,,,4,4,
306,1,1,"Allison, Master. Hudson Trevor",0,0.92,1,2,113781,151.55,C22 C26,S,4,37.8875,Master,3,1,C,24,2,2,2,0.333
307,1,1,"Fleming, Miss. Margaret",1,35.14333333333333,0,0,17421,110.8833,,C,4,27.720825,Miss,0,0,,,,2,2,
308,1,1,"Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",1,17.0,1,0,PC 17758,108.9,C65,C,2,54.45,Mrs,1,1,C,65,2,2,2,0.833
309,0,2,"Abelson, Mr. Samuel",0,30.0,1,0,P/PP 3381,24.0,,C,2,12.0,Mr,1,0,,,,4,4,
310,1,1,"Francatelli, Miss. Laura Mabel",1,30.0,0,0,PC 17485,56.9292,E36,C,2,28.4646,Miss,0,1,E,36,4,4,4,0.5
311,1,1,"Hays, Miss. Margaret Bechstein",1,24.0,0,0,11767,83.1583,C54,C,2,41.57915,Miss,0,1,C,54,2,2,2,0.667
312,1,1,"Ryerson, Miss. Emily Borie",1,18.0,2,2,PC 17608,262.375,B57 B59 B63 B66,C,2,131.1875,Miss,4,1,B,61,1,1,1,0.667
313,0,2,"Lahtinen, Mrs. William (Anna Sylfven)",1,26.0,1,1,250651,26.0,,S,1,26.0,Mrs,2,0,,,,3,2,
314,0,3,"Hendekovic, Mr. Ignjac",0,28.0,0,0,349243,7.8958,,S,1,7.8958,Mr,0,0,,,,4,4,
315,0,2,"Hart, Mr. Benjamin",0,43.0,1,1,F.C.C. 13529,26.25,,S,3,8.75,Mr,2,0,,,,4,4,
316,1,3,"Nilsson, Miss. Helmina Josefina",1,26.0,0,0,347470,7.8542,,S,1,7.8542,Miss,0,0,,,,4,4,
317,1,2,"Kantor, Mrs. Sinai (Miriam Sternin)",1,24.0,1,0,244367,26.0,,S,2,13.0,Mrs,1,0,,,,3,3,
318,0,2,"Moraweck, Dr. Ernest",0,54.0,0,0,29011,14.0,,S,1,14.0,Dr,0,0,,,,3,3,
319,1,1,"Wick, Miss. Mary Natalie",1,31.0,0,2,36928,164.8667,C7,S,2,82.43335,Miss,2,1,C,7,2,2,2,0.167
320,1,1,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)",1,40.0,1,1,16966,134.5,E34,C,2,67.25,Mrs,2,1,E,34,4,4,4,0.5
321,0,3,"Dennis, Mr. Samuel",0,22.0,0,0,A/5 21172,7.25,,S,1,7.25,Mr,0,0,,,,4,4,
322,0,3,"Danoff, Mr. Yoto",0,27.0,0,0,349219,7.8958,,S,1,7.8958,Mr,0,0,,,,4,4,
323,1,2,"Slayter, Miss. Hilda Mary",1,30.0,0,0,234818,12.35,,Q,1,12.35,Miss,0,0,,,,4,4,
324,1,2,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",1,22.0,1,1,248738,29.0,,S,2,14.5,Mrs,2,0,,,,3,3,
325,0,3,"Sage, Mr. George John Jr",0,16.783666666666665,8,2,CA. 2343,69.55,,S,7,9.935714285714285,Mr,10,0,,,,4,4,
326,1,1,"Young, Miss. Marie Grice",1,36.0,0,0,PC 17760,135.6333,C32,C,3,45.211099999999995,Miss,0,1,C,32,2,2,2,0.5
327,0,3,"Nysveen, Mr. Johan Hansen",0,61.0,0,0,345364,6.2375,,S,1,6.2375,Mr,0,0,,,,4,4,
328,1,2,"Ball, Mrs. (Ada E Hall)",1,36.0,0,0,28551,13.0,D,S,1,13.0,Mrs,0,1,D,,3,3,3,
329,1,3,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",1,31.0,1,1,363291,20.525,,S,3,6.841666666666666,Mrs,2,0,,,,4,4,
330,1,1,"Hippach, Miss. Jean Gertrude",1,16.0,0,1,111361,57.9792,B18,C,2,28.9896,Miss,1,1,B,18,1,1,1,0.333
331,1,3,"McCoy, Miss. Agnes",1,21.893333333333334,2,0,367226,23.25,,Q,2,11.625,Miss,2,0,,,,4,4,
332,0,1,"Partner, Mr. Austen",0,45.5,0,0,113043,28.5,C124,S,1,28.5,Mr,0,1,C,124,2,2,2,1.0
333,0,1,"Graham, Mr. George Edward",0,38.0,0,1,PC 17582,153.4625,C91,S,3,51.15416666666667,Mr,1,1,C,91,2,2,2,0.833
334,0,3,"Vander Planke, Mr. Leo Edmondus",0,16.0,2,0,345764,18.0,,S,2,9.0,Mr,2,0,,,,4,4,
335,1,1,"Frauenthal, Mrs. Henry William (Clara Heinsheimer)",1,44.65,1,0,PC 17611,133.65,,S,2,66.825,Mrs,1,0,,,,2,2,
336,0,3,"Denkoff, Mr. Mitto",0,27.960240524614342,0,0,349225,7.8958,,S,1,7.8958,Mr,0,0,,,,4,4,
337,0,1,"Pears, Mr. Thomas Clinton",0,29.0,1,0,113776,66.6,C2,S,2,33.3,Mr,1,1,C,2,2,2,2,0.167
338,1,1,"Burns, Miss. Elizabeth Margaret",1,41.0,0,0,16966,134.5,E40,C,2,67.25,Miss,0,1,E,40,4,4,4,0.5
339,1,3,"Dahl, Mr. Karl Edwart",0,45.0,0,0,7598,8.05,,S,1,8.05,Mr,0,0,,,,4,4,
340,0,1,"Blackwell, Mr. Stephen Weart",0,45.0,0,0,113784,35.5,T,S,1,35.5,Mr,0,1,T,,,2,2,
341,1,2,"Navratil, Master. Edmond Roger",0,2.0,1,1,230080,26.0,F2,S,3,8.666666666666666,Master,2,1,F,2,,4,4,0.167
342,1,1,"Fortune, Miss. Alice Elizabeth",1,24.0,3,2,19950,263.0,C23 C25 C27,S,4,65.75,Miss,5,1,C,25,2,2,2,0.333
343,0,2,"Collander, Mr. Erik Gustaf",0,28.0,0,0,248740,13.0,,S,1,13.0,Mr,0,0,,,,3,3,
344,0,2,"Sedgwick, Mr. Charles Frederick Waddington",0,25.0,0,0,244361,13.0,,S,1,13.0,Mr,0,0,,,,3,3,
345,0,2,"Fox, Mr. Stanley Hubert",0,36.0,0,0,229236,13.0,,S,1,13.0,Mr,0,0,,,,3,3,
346,1,2,"Brown, Miss. Amelia ""Mildred""",1,24.0,0,0,248733,13.0,F33,S,1,13.0,Miss,0,1,F,33,,3,3,0.5
347,1,2,"Smith, Miss. Marion Elsie",1,40.0,0,0,31418,13.0,,S,1,13.0,Miss,0,0,,,,3,3,
348,1,3,"Davison, Mrs. Thomas Henry (Mary E Finck)",1,31.9025,1,0,386525,16.1,,S,1,16.1,Mrs,1,0,,,,3,3,
349,1,3,"Coutts, Master. William Loch ""William""",0,3.0,1,1,C.A. 37671,15.9,,S,2,7.95,Master,2,0,,,,4,4,
350,0,3,"Dimic, Mr. Jovan",0,42.0,0,0,315088,8.6625,,S,1,8.6625,Mr,0,0,,,,4,4,
351,0,3,"Odahl, Mr. Nils Martin",0,23.0,0,0,7267,9.225,,S,1,9.225,Mr,0,0,,,,4,4,
352,0,1,"Williams-Lambert, Mr. Fletcher Fellows",0,58.68833333333333,0,0,113510,35.0,C128,S,1,35.0,Mr,0,0,C,128,2,2,2,1.0
353,0,3,"Elias, Mr. Tannous",0,15.0,1,1,2695,7.2292,,C,1,7.2292,Mr,2,0,,,,4,4,
354,0,3,"Arnold-Franchi, Mr. Josef",0,25.0,1,0,349237,17.8,,S,2,8.9,Mr,1,0,,,,4,4,
355,0,3,"Yousif, Mr. Wazli",0,32.72380753968253,0,0,2647,7.225,,C,1,7.225,Mr,0,0,,,,4,4,
356,0,3,"Vanden Steen, Mr. Leo Peter",0,28.0,0,0,345783,9.5,,S,1,9.5,Mr,0,0,,,,4,4,
357,1,1,"Bowerman, Miss. Elsie Edith",1,22.0,0,1,113505,55.0,E33,S,2,27.5,Miss,1,1,E,33,4,4,4,0.5
358,0,2,"Funk, Miss. Annie Clemmer",1,38.0,0,0,237671,13.0,,S,1,13.0,Miss,0,0,,,,3,3,
359,1,3,"McGovern, Miss. Mary",1,21.496166666666667,0,0,330931,7.8792,,Q,1,7.8792,Miss,0,0,,,,4,4,
360,1,3,"Mockler, Miss. Helen Mary ""Ellie""",1,21.496166666666667,0,0,330980,7.8792,,Q,1,7.8792,Miss,0,0,,,,4,4,
361,0,3,"Skoog, Mr. Wilhelm",0,40.0,1,4,347088,27.9,,S,6,4.6499999999999995,Mr,5,0,,,,4,4,
362,0,2,"del Carlo, Mr. Sebastiano",0,29.0,1,0,SC/PARIS 2167,27.7208,,C,1,27.7208,Mr,1,0,,,,4,4,
363,0,3,"Barbara, Mrs. (Catherine David)",1,45.0,0,1,2691,14.4542,,C,2,7.2271,Mrs,1,0,,,,4,4,
364,0,3,"Asim, Mr. Adola",0,35.0,0,0,SOTON/O.Q. 3101310,7.05,,S,1,7.05,Mr,0,0,,,,4,4,
365,0,3,"O'Brien, Mr. Thomas",0,36.250814935064945,1,0,370365,15.5,,Q,2,7.75,Mr,1,0,,,,4,4,
366,0,3,"Adahl, Mr. Mauritz Nils Martin",0,30.0,0,0,C 7076,7.25,,S,1,7.25,Mr,0,0,,,,4,4,
367,1,1,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",1,60.0,1,0,110813,75.25,D37,C,1,75.25,Mrs,1,1,D,37,3,3,3,0.5
368,1,3,"Moussa, Mrs. (Mantoura Boulos)",1,28.741297619047618,0,0,2626,7.2292,,C,1,7.2292,Mrs,0,0,,,,4,4,
369,1,3,"Jermyn, Miss. Annie",1,26.05045508658009,0,0,14313,7.75,,Q,1,7.75,Miss,0,0,,,,4,4,
370,1,1,"Aubart, Mme. Leontine Pauline",1,24.0,0,0,PC 17477,69.3,B35,C,2,34.65,Mme,0,1,B,35,1,1,1,0.5
371,1,1,"Harder, Mr. George Achilles",0,25.0,1,0,11765,55.4417,E50,C,1,55.4417,Mr,1,1,E,50,4,4,4,0.667
372,0,3,"Wiklund, Mr. Jakob Alfred",0,18.0,1,0,3101267,6.4958,,S,1,6.4958,Mr,1,0,,,,4,4,
373,0,3,"Beavan, Mr. William Thomas",0,19.0,0,0,323951,8.05,,S,1,8.05,Mr,0,0,,,,4,4,
374,0,1,"Ringhini, Mr. Sante",0,22.0,0,0,PC 17760,135.6333,,C,3,45.211099999999995,Mr,0,0,,,,2,2,
375,0,3,"Palsson, Miss. Stina Viola",1,3.0,3,1,349909,21.075,,S,4,5.26875,Miss,4,0,,,,4,4,
376,1,1,"Meyer, Mrs. Edgar Joseph (Leila Saks)",1,35.23,1,0,PC 17604,82.1708,,C,2,41.0854,Mrs,1,0,,,,2,2,
377,1,3,"Landergren, Miss. Aurora Adelia",1,22.0,0,0,C 7077,7.25,,S,1,7.25,Miss,0,0,,,,4,4,
378,0,1,"Widener, Mr. Harry Elkins",0,27.0,0,2,113503,211.5,C82,C,1,211.5,Mr,2,1,C,82,2,2,2,0.833
379,0,3,"Betros, Mr. Tannous",0,20.0,0,0,2648,4.0125,,C,1,4.0125,Mr,0,0,,,,4,4,
380,0,3,"Gustafsson, Mr. Karl Gideon",0,19.0,0,0,347069,7.775,,S,1,7.775,Mr,0,0,,,,4,4,
381,1,1,"Bidois, Miss. Rosalie",1,42.0,0,0,PC 17757,227.525,,C,4,56.88125,Miss,0,0,,,,2,2,
